time_x,local_date,sensor_id,pm10_x,pm25_x,no2_x,o3,so2,co_conc,nmvoc,no,time_y,pm10_y,pm25_y,no2_y,latitude,longitude
17,2023-10-04 17:00:00,4463,10.532513,5.094847,3.3420377,59.366222,0.7800777,207.74664,7.7884107,0.07745627,17,7.771,3.62,1.5,49.719281,5.630398
18,2023-10-04 18:00:00,4463,11.222454,5.2703624,5.0374036,51.176712,0.83287126,206.40039,8.449311,0.031779025,18,8.271,4.1035,1.5,49.719281,5.630398
19,2023-10-04 19:00:00,4463,11.444098,6.176877,4.5552754,48.05354,0.8236055,229.33421,8.649724,0.028734349,19,9.271,3.62,2.0,49.719281,5.630398
20,2023-10-04 20:00:00,4463,11.330166,6.55632,6.2304387,41.133404,0.85587007,228.44292,9.941299,0.024186874,20,8.271,3.62,2.0,49.719281,5.630398
6,2023-10-05 06:00:00,4463,9.0222,4.4745035,7.8908033,24.963184,1.2229435,215.1325,13.950887,0.10091128,6,7.271,3.62,2.0,49.719281,5.630398
7,2023-10-05 07:00:00,4463,9.785338,4.9331994,7.953275,28.558617,1.2299211,232.01453,15.259376,0.45260862,7,8.271,3.62,2.0,49.719281,5.630398
8,2023-10-05 08:00:00,4463,9.106258,5.2286024,5.890912,31.477057,1.2441888,227.76923,14.300038,0.92394716,8,6.771,3.1365,-1.0,49.719281,5.630398
9,2023-10-05 09:00:00,4463,11.190435,5.4389195,5.4475904,40.654823,1.3296006,224.48808,14.4416485,1.0427358,9,6.271,2.653,4.0,49.719281,5.630398
10,2023-10-05 10:00:00,4463,11.246903,5.2946944,4.823421,47.423805,1.144656,222.41162,12.692547,1.2748787,10,7.271,3.1365,9.5,49.719281,5.630398
11,2023-10-05 11:00:00,4463,10.075552,5.0753055,3.601275,53.644188,1.3096724,220.29881,11.254485,0.607258,11,7.771,3.62,18.0,49.719281,5.630398
12,2023-10-05 12:00:00,4463,9.201505,4.8268156,3.3871963,60.53088,1.1714343,219.65186,9.853106,0.30541995,12,7.771,3.62,13.5,49.719281,5.630398
13,2023-10-05 13:00:00,4463,8.838135,5.5148344,2.4884808,63.2459,1.0331912,217.5163,9.000198,0.36044225,13,9.771,5.554,8.5,49.719281,5.630398
14,2023-10-05 14:00:00,4463,8.241285,3.9988532,2.4368737,64.16145,1.2041757,212.91441,9.732058,0.35797128,14,8.771,4.587,4.5,49.719281,5.630398
15,2023-10-05 15:00:00,4463,7.9659657,3.6093864,2.6705341,67.23403,1.1175853,211.954,8.783566,0.33225104,15,8.771,4.587,4.5,49.719281,5.630398
16,2023-10-05 16:00:00,4463,8.193231,3.7644088,3.5335267,64.02845,1.1324934,213.41965,9.440877,0.3075975,16,7.771,3.1365,2.5,49.719281,5.630398
17,2023-10-05 17:00:00,4463,9.155198,4.8676014,5.7436895,53.64418,1.02591,221.79567,12.486866,0.11296208,17,7.271,3.1365,1.5,49.719281,5.630398
18,2023-10-05 18:00:00,4463,9.633369,5.4553695,7.043599,44.960815,1.1178259,233.6092,12.035881,0.049141135,18,7.271,2.653,2.0,49.719281,5.630398
19,2023-10-05 19:00:00,4463,13.010147,7.221478,8.22544,40.223072,1.0973054,240.21848,13.826211,0.03695888,19,6.771,2.1695,2.0,49.719281,5.630398
20,2023-10-05 20:00:00,4463,12.713834,6.519258,8.144948,38.189777,1.07093,255.432,14.913569,0.03043965,20,6.771,2.1695,3.5,49.719281,5.630398
6,2023-10-06 06:00:00,4463,6.2901196,2.7198186,9.043341,26.737787,1.0865055,232.39867,17.357355,0.094530605,6,5.771,1.686,2.0,49.719281,5.630398
7,2023-10-06 07:00:00,4463,7.458457,3.0938127,8.110991,30.70572,1.0890973,239.78302,15.678677,0.98212636,7,5.271,1.686,2.0,49.719281,5.630398
8,2023-10-06 08:00:00,4463,7.727871,3.7155592,6.3435125,37.895344,1.0776873,240.6955,14.511331,1.5810642,8,5.271,1.686,2.5,49.719281,5.630398
9,2023-10-06 09:00:00,4463,9.892898,4.726854,4.870754,47.718506,1.1600534,233.67136,13.478792,1.2944992,9,5.271,1.686,5.0,49.719281,5.630398
10,2023-10-06 10:00:00,4463,10.161127,5.4648113,3.3052676,59.673218,1.1694822,222.91586,11.859533,0.7713178,10,5.771,1.686,6.0,49.719281,5.630398
11,2023-10-06 11:00:00,4463,9.473055,5.203368,2.6352255,65.34152,1.1482142,214.7718,10.257662,0.61370337,11,6.771,2.653,8.0,49.719281,5.630398
12,2023-10-06 12:00:00,4463,8.718931,4.6857405,2.3405335,67.879074,0.87192905,211.04121,9.354716,0.464419,12,6.771,3.1365,9.5,49.719281,5.630398
13,2023-10-06 13:00:00,4463,7.8393655,4.424593,2.2169702,72.0957,1.1714852,212.09554,9.015146,0.34853068,13,10.271,4.587,9.0,49.719281,5.630398
14,2023-10-06 14:00:00,4463,7.43211,3.9035876,2.3219423,74.18368,0.9471125,209.79471,8.33594,0.29102117,14,11.271,5.0705,5.0,49.719281,5.630398
15,2023-10-06 15:00:00,4463,7.868568,4.063763,2.7441685,75.925156,0.884538,214.41786,8.644403,0.29377034,15,10.771,4.1035,2.5,49.719281,5.630398
16,2023-10-06 16:00:00,4463,8.560898,3.9615,3.2879655,72.68266,0.75077367,213.83917,10.454396,0.24864733,16,8.271,3.62,2.0,49.719281,5.630398
17,2023-10-06 17:00:00,4463,9.160299,4.3411894,5.4627886,63.313885,0.7823819,218.91106,10.840709,0.077733375,17,7.771,3.1365,2.5,49.719281,5.630398
18,2023-10-06 18:00:00,4463,10.051597,5.4019485,7.4976754,56.9609,0.7911751,226.2993,11.342675,0.028862247,18,6.771,2.1695,2.5,49.719281,5.630398
19,2023-10-06 19:00:00,4463,11.586083,6.6873527,9.3899355,48.32097,0.89307636,239.73616,12.649015,0.026147973,19,5.771,1.686,2.0,49.719281,5.630398
20,2023-10-06 20:00:00,4463,11.000148,7.238141,9.357222,45.18513,0.89909947,243.3888,12.98957,0.022193803,20,7.271,1.686,5.0,49.719281,5.630398
6,2023-10-07 06:00:00,4463,10.497389,6.434419,5.9977207,38.643436,1.2555876,217.22874,15.222326,0.083247185,6,8.271,3.62,2.0,49.719281,5.630398
7,2023-10-07 07:00:00,4463,11.479173,7.096787,6.380076,41.48334,1.505016,226.19698,17.484089,0.31587887,7,8.271,4.1035,-1.0,49.719281,5.630398
8,2023-10-07 08:00:00,4463,12.941321,7.9817157,5.29709,45.776382,1.4733795,230.4587,17.652424,0.39430147,8,7.771,3.1365,2.5,49.719281,5.630398
9,2023-10-07 09:00:00,4463,12.844008,7.9516916,5.012378,52.21367,1.488857,225.69278,15.45334,0.5238689,9,8.771,4.1035,4.0,49.719281,5.630398
10,2023-10-07 10:00:00,4463,12.138002,8.065007,4.212537,60.89637,1.528079,219.45619,13.495603,0.6076893,10,11.271,6.0375,7.5,49.719281,5.630398
11,2023-10-07 11:00:00,4463,9.760849,6.2536874,3.1452909,66.826294,1.3931754,210.75186,11.605272,0.5162235,11,12.271,6.521,10.5,49.719281,5.630398
12,2023-10-07 12:00:00,4463,9.832092,6.3198466,2.1830103,70.77595,1.2744926,188.0591,11.735462,0.4053864,12,14.771,8.9385,9.0,49.719281,5.630398
13,2023-10-07 13:00:00,4463,9.868133,5.2099853,1.9064121,74.12383,1.262137,178.57552,10.704799,0.406041,13,14.771,9.422,5.0,49.719281,5.630398
14,2023-10-07 14:00:00,4463,9.867847,4.597794,2.1237888,75.268036,1.302297,172.38136,11.852504,0.41767034,14,14.771,8.9385,7.0,49.719281,5.630398
15,2023-10-07 15:00:00,4463,10.923669,4.9444547,2.6011727,75.76477,1.2480754,173.03342,12.809944,0.40017766,15,10.271,6.0375,2.5,49.719281,5.630398
16,2023-10-07 16:00:00,4463,10.674274,4.5936337,2.7894175,73.01324,1.1042687,178.57545,13.359829,0.2134648,16,8.771,5.0705,2.0,49.719281,5.630398
17,2023-10-07 17:00:00,4463,9.608356,4.0316477,3.8117754,66.49832,1.1365592,181.91347,11.783116,0.05148415,17,7.771,3.62,2.0,49.719281,5.630398
18,2023-10-07 18:00:00,4463,9.81163,4.876875,4.8617024,65.80353,0.8742376,184.95892,11.778311,0.01945466,18,7.271,2.653,1.0,49.719281,5.630398
19,2023-10-07 19:00:00,4463,10.3489065,6.266788,5.8263497,69.7988,0.8918164,201.2566,12.45662,0.01246293,19,8.771,3.62,2.0,49.719281,5.630398
20,2023-10-07 20:00:00,4463,13.296358,6.8521757,5.5693073,70.03565,0.93178743,212.42662,13.415453,0.013358204,20,9.271,3.62,2.0,49.719281,5.630398
6,2023-10-08 06:00:00,4463,10.79988,5.0006294,4.260109,45.474243,1.4078693,190.76695,14.512256,0.030368596,6,13.771,7.9715,5.5,49.719281,5.630398
7,2023-10-08 07:00:00,4463,10.317762,4.923805,5.6771226,43.91567,1.3609451,183.4805,13.307159,0.26937386,7,11.771,7.488,6.0,49.719281,5.630398
8,2023-10-08 08:00:00,4463,9.689188,4.190781,5.4105096,45.776375,1.3371845,192.69647,15.803126,0.76055074,8,9.271,4.1035,4.5,49.719281,5.630398
9,2023-10-08 09:00:00,4463,10.365568,4.7073455,4.49829,52.49153,1.2983037,185.50784,15.337756,0.9282644,9,8.771,3.62,4.5,49.719281,5.630398
10,2023-10-08 10:00:00,4463,11.13367,4.772246,3.5129533,57.806213,1.2960868,177.83894,16.290316,0.86646515,10,10.271,5.0705,5.0,49.719281,5.630398
11,2023-10-08 11:00:00,4463,12.66016,5.5411696,3.1667325,61.94908,1.1855296,170.81555,15.1618185,0.69726163,11,10.271,4.587,3.5,49.719281,5.630398
12,2023-10-08 12:00:00,4463,14.284385,6.077246,2.4940681,65.75411,1.1785915,175.95187,14.925013,0.51163316,12,9.271,4.1035,5.5,49.719281,5.630398
13,2023-10-08 13:00:00,4463,15.676708,6.1518207,2.0211813,68.32604,1.2421211,176.0969,15.591981,0.38994753,13,9.771,5.0705,10.5,49.719281,5.630398
14,2023-10-08 14:00:00,4463,14.657907,6.162738,1.7807906,67.23404,1.405397,169.4207,16.686392,0.3720757,14,9.271,4.587,4.5,49.719281,5.630398
15,2023-10-08 15:00:00,4463,13.962163,6.187514,1.8256421,66.51878,1.3960317,169.19194,17.158566,0.2805507,15,13.771,4.1035,3.0,49.719281,5.630398
16,2023-10-08 16:00:00,4463,13.189549,6.0915046,2.725543,65.803535,1.1963905,172.04367,15.914865,0.1750351,16,17.271,5.0705,3.0,49.719281,5.630398
17,2023-10-08 17:00:00,4463,14.119268,5.9153504,4.319773,54.648182,1.2422525,175.58455,15.728751,0.047869273,17,16.771,4.587,2.0,49.719281,5.630398
18,2023-10-08 18:00:00,4463,15.647627,7.2911873,6.386521,51.64201,1.2023733,183.2342,16.722195,0.025131905,18,14.271,2.653,2.0,49.719281,5.630398
19,2023-10-08 19:00:00,4463,15.273192,7.170219,8.16179,47.948788,1.2342483,190.2581,16.339037,0.019433344,19,11.271,2.1695,2.0,49.719281,5.630398
20,2023-10-08 20:00:00,4463,16.484434,8.7718115,7.085916,44.212677,1.2814994,208.61626,17.818846,0.0152553525,20,12.271,2.1695,3.0,49.719281,5.630398
6,2023-10-09 06:00:00,4463,15.289402,6.96123,7.9309964,51.05808,1.2866206,188.13496,19.370312,0.042177815,6,6.771,2.653,-1.0,49.719281,5.630398
7,2023-10-09 07:00:00,4463,14.717528,7.6581726,9.685805,46.381542,1.2842116,204.19817,19.510004,0.2689262,7,7.271,2.653,3.0,49.719281,5.630398
8,2023-10-09 08:00:00,4463,15.672413,8.11508,8.309194,44.096367,1.36788,208.718,18.951288,0.85914564,8,7.271,2.653,3.0,49.719281,5.630398
9,2023-10-09 09:00:00,4463,15.63896,7.6800966,7.0131073,47.993065,1.4156286,188.59555,18.97717,0.85914564,9,6.271,2.653,5.5,49.719281,5.630398
10,2023-10-09 10:00:00,4463,14.565447,7.3884053,5.541491,58.682167,1.3934644,183.2171,20.461697,0.8102533,10,7.271,2.653,6.5,49.719281,5.630398
11,2023-10-09 11:00:00,4463,12.697889,6.12027,4.2226686,66.56454,1.1791599,181.91342,20.375607,0.7288476,11,10.271,5.0705,11.5,49.719281,5.630398
12,2023-10-09 12:00:00,4463,10.771901,5.5125136,3.5456493,72.54521,1.1473916,176.90659,19.236847,0.6312891,12,13.771,7.0045,13.0,49.719281,5.630398
13,2023-10-09 13:00:00,4463,11.035738,4.817559,3.321061,76.13632,1.0471979,171.89977,19.472185,0.57468605,13,13.271,6.521,14.5,49.719281,5.630398
14,2023-10-09 14:00:00,4463,10.508878,4.7208176,3.3646827,75.21435,1.0556462,173.21346,19.813824,0.4634729,14,14.771,7.9715,7.5,49.719281,5.630398
15,2023-10-09 15:00:00,4463,12.0024395,5.085897,4.1728215,71.525566,1.0513762,171.8998,19.568954,0.42581406,15,14.771,6.521,6.5,49.719281,5.630398
16,2023-10-09 16:00:00,4463,11.594479,5.533201,5.826351,63.734867,0.98734176,173.5557,19.527943,0.2431193,16,11.271,4.1035,4.5,49.719281,5.630398
17,2023-10-09 17:00:00,4463,12.259982,6.5364785,7.9956093,60.417046,0.9387762,180.42805,19.934832,0.07673862,17,9.771,2.653,3.5,49.719281,5.630398
18,2023-10-09 18:00:00,4463,15.1577635,8.302617,8.816133,55.6322,1.1175812,209.91814,21.414322,0.025224267,18,7.771,1.686,3.0,49.719281,5.630398
19,2023-10-09 19:00:00,4463,13.330924,7.867202,8.5281105,54.349186,1.162289,210.2851,23.453867,0.022367885,19,9.271,2.1695,3.5,49.719281,5.630398
20,2023-10-09 20:00:00,4463,12.958473,7.7745914,8.998658,54.691727,0.99426275,200.56834,22.574862,0.017088553,20,10.271,2.653,4.0,49.719281,5.630398
6,2023-10-10 06:00:00,4463,11.95291,6.9769187,8.415566,38.912895,1.1151109,191.66835,25.045538,0.06797762,6,7.271,3.1365,3.0,49.719281,5.630398
7,2023-10-10 07:00:00,4463,12.079739,7.630155,11.112573,33.39398,1.2273595,229.0194,26.230782,0.8775345,7,7.271,2.653,3.0,49.719281,5.630398
8,2023-10-10 08:00:00,4463,13.713637,6.9874377,9.239328,32.916237,1.5692856,226.34488,23.866013,2.080327,8,6.771,2.653,3.0,49.719281,5.630398
9,2023-10-10 09:00:00,4463,14.124308,7.0559216,8.08653,47.4717,1.8359789,217.01332,21.104507,2.103621,9,7.271,2.653,3.5,49.719281,5.630398
10,2023-10-10 10:00:00,4463,15.195189,8.73398,5.9976344,58.207993,1.5242356,211.25813,18.860695,1.0995071,10,7.771,3.1365,10.5,49.719281,5.630398
11,2023-10-10 11:00:00,4463,14.94737,7.895265,5.2141504,67.149445,1.6317823,209.59436,17.365982,0.82493347,11,7.271,3.1365,11.5,49.719281,5.630398
12,2023-10-10 12:00:00,4463,14.200485,6.7989626,4.2995367,73.70457,1.4981471,188.35033,16.617908,0.5798098,12,6.771,2.653,7.0,49.719281,5.630398
13,2023-10-10 13:00:00,4463,14.91979,6.0960107,3.4750488,81.576744,1.5608919,177.25912,18.365025,0.5240315,13,11.271,5.554,12.5,49.719281,5.630398
14,2023-10-10 14:00:00,4463,15.747275,6.292095,3.6569924,85.0395,1.3738751,174.03403,21.98202,0.5122248,14,17.271,9.422,9.0,49.719281,5.630398
15,2023-10-10 15:00:00,4463,16.64202,6.4575653,3.6038437,83.987724,1.2276639,178.55959,24.242193,0.37251636,15,17.271,8.455,6.5,49.719281,5.630398
16,2023-10-10 16:00:00,4463,17.243732,7.503422,4.966818,81.33308,1.268488,176.99367,22.43209,0.18722801,16,13.271,4.587,4.0,49.719281,5.630398
17,2023-10-10 17:00:00,4463,16.953276,7.6326227,8.498246,71.81206,1.2693495,179.07204,23.150326,0.04341416,17,12.271,2.653,2.5,49.719281,5.630398
18,2023-10-10 18:00:00,4463,16.689543,7.613007,12.985261,62.56303,1.2238452,185.41876,22.905674,0.01564615,18,14.771,3.62,3.0,49.719281,5.630398
19,2023-10-10 19:00:00,4463,16.905102,8.226195,11.90662,61.58494,1.1764531,200.90297,18.783829,0.0120010665,19,16.771,3.62,3.5,49.719281,5.630398
20,2023-10-10 20:00:00,4463,17.463041,8.795525,9.701998,64.1563,1.1833935,189.4169,17.348688,0.010885514,20,17.771,4.587,8.5,49.719281,5.630398
6,2023-10-11 06:00:00,4463,18.579844,10.195182,11.2084675,37.70362,1.2596638,189.93874,17.536531,0.060083494,6,7.271,3.62,2.5,49.719281,5.630398
7,2023-10-11 07:00:00,4463,18.262327,10.905375,11.65846,35.177334,1.1441467,206.10011,17.254366,0.8973835,7,7.771,3.1365,2.0,49.719281,5.630398
8,2023-10-11 08:00:00,4463,18.568426,9.658068,7.9862914,41.497807,1.3203222,193.66954,16.597494,1.6574119,8,8.271,3.62,3.0,49.719281,5.630398
9,2023-10-11 09:00:00,4463,20.550419,8.672222,5.9214997,55.161842,1.3580319,177.85196,17.569523,1.4867147,9,8.271,3.62,6.0,49.719281,5.630398
10,2023-10-11 10:00:00,4463,21.390036,8.463002,4.228239,61.471794,1.4604211,167.71083,17.415224,0.9733401,10,11.271,5.554,13.0,49.719281,5.630398
11,2023-10-11 11:00:00,4463,20.649038,7.799949,3.9634879,67.13139,1.4158176,160.4727,15.899436,0.81556326,11,8.271,4.1035,14.0,49.719281,5.630398
12,2023-10-11 12:00:00,4463,19.930836,7.2039113,3.2401557,77.76586,1.3627818,157.35136,13.76653,0.67950314,12,11.271,5.0705,9.5,49.719281,5.630398
13,2023-10-11 13:00:00,4463,20.12522,7.292672,2.743217,84.57425,1.2585695,154.02675,13.860141,0.49927312,13,14.271,7.0045,6.5,49.719281,5.630398
14,2023-10-11 14:00:00,4463,21.464878,6.946931,3.1116445,87.88439,1.221226,152.85301,14.93696,0.45920998,14,18.771,7.0045,5.5,49.719281,5.630398
15,2023-10-11 15:00:00,4463,21.945148,7.707343,3.2056446,89.15782,1.3323247,158.02121,16.339037,0.30408388,15,19.771,5.0705,2.5,49.719281,5.630398
16,2023-10-11 16:00:00,4463,21.65163,7.862164,4.0167637,88.64458,1.1368026,169.6993,15.479594,0.15109691,16,20.771,4.587,2.0,49.719281,5.630398
17,2023-10-11 17:00:00,4463,21.243702,7.671309,4.9145646,87.16513,1.255295,170.20158,13.616185,0.035733193,17,21.771,5.0705,2.5,49.719281,5.630398
18,2023-10-11 18:00:00,4463,20.818151,8.816483,6.3749213,84.9392,1.1753423,175.47873,13.151712,0.014701129,18,25.271,6.0375,2.5,49.719281,5.630398
19,2023-10-11 19:00:00,4463,19.081293,9.427816,5.775438,82.82939,1.1745485,172.9971,13.981271,0.009798384,19,27.271,6.521,3.0,49.719281,5.630398
6,2023-10-12 06:00:00,4463,17.251675,8.9668455,6.854542,41.22981,0.96987665,172.7439,19.409594,0.044963144,6,13.271,6.521,3.0,49.719281,5.630398
7,2023-10-12 07:00:00,4463,16.919998,9.309428,7.8949113,40.41195,0.6493792,178.3534,19.043776,0.10880541,7,12.271,6.0375,8.0,49.719281,5.630398
8,2023-10-12 08:00:00,4463,16.768106,9.567422,6.8375955,40.89452,0.6849632,180.08676,17.925562,0.32525805,8,13.771,7.0045,4.5,49.719281,5.630398
9,2023-10-12 09:00:00,4463,14.726757,9.097553,5.990774,40.556187,0.6627374,179.57182,17.020647,0.41687542,9,13.271,6.521,7.0,49.719281,5.630398
10,2023-10-12 10:00:00,4463,16.192484,10.022673,5.443582,40.221226,0.7141665,173.70418,15.981126,0.6826419,10,13.771,7.488,11.5,49.719281,5.630398
11,2023-10-12 11:00:00,4463,15.615005,10.9743395,4.4331117,49.222565,0.79148775,170.12111,14.43639,0.786898,11,15.771,8.455,11.5,49.719281,5.630398
12,2023-10-12 12:00:00,4463,17.514997,10.507741,3.5285907,51.391335,0.8184173,159.37943,12.34522,0.5514661,12,13.771,7.488,10.5,49.719281,5.630398
13,2023-10-12 13:00:00,4463,16.010773,9.509709,4.069881,55.109222,0.85118043,158.42691,12.375089,0.6048129,13,13.271,7.488,14.5,49.719281,5.630398
14,2023-10-12 14:00:00,4463,17.136906,10.657629,4.3511415,51.766254,0.70838267,151.70671,13.289273,0.49523395,14,13.271,7.9715,-1.0,49.719281,5.630398
15,2023-10-12 15:00:00,4463,16.80525,9.732679,4.4554505,52.154625,0.5020482,155.4765,14.681417,0.36682504,15,13.771,7.9715,9.5,49.719281,5.630398
16,2023-10-12 16:00:00,4463,17.870941,10.089157,5.7392244,48.74267,0.46600947,154.11194,14.775847,0.2885656,16,13.771,8.455,6.5,49.719281,5.630398
17,2023-10-12 17:00:00,4463,16.632843,10.5289955,6.328204,46.915962,0.4873171,159.27948,15.117749,0.06559731,17,13.271,7.488,5.0,49.719281,5.630398
18,2023-10-12 18:00:00,4463,16.779951,10.880585,6.119434,44.349648,0.42058724,154.84084,15.395772,0.03458922,18,13.771,8.455,4.5,49.719281,5.630398
19,2023-10-12 19:00:00,4463,17.884142,10.896864,5.7406664,44.45144,0.5244965,153.19287,14.564666,0.02327738,19,15.771,8.9385,4.5,49.719281,5.630398
20,2023-10-12 20:00:00,4463,17.620993,11.537803,5.3395185,43.045525,0.54973346,152.79205,11.037458,0.016584067,20,17.771,9.9055,5.5,49.719281,5.630398
6,2023-10-13 06:00:00,4463,20.07608,10.963459,4.326928,45.874844,0.72668624,143.1797,13.025493,0.030638603,6,13.771,7.488,-1.0,49.719281,5.630398
7,2023-10-13 07:00:00,4463,18.540203,11.002197,4.4554434,50.84725,0.84924155,147.80971,14.914225,0.12020251,7,15.271,7.488,-1.0,49.719281,5.630398
8,2023-10-13 08:00:00,4463,20.09755,10.129238,3.19885,58.463825,0.8665069,145.19696,15.390293,0.37885427,8,12.771,6.0375,-1.0,49.719281,5.630398
9,2023-10-13 09:00:00,4463,19.988,9.606865,3.0797694,63.930714,0.7790959,140.25621,13.119065,0.30786395,9,9.771,5.0705,-1.0,49.719281,5.630398
10,2023-10-13 10:00:00,4463,19.174223,8.817978,2.9560196,64.9568,0.8249117,140.11743,11.608343,0.37391537,10,9.771,5.0705,-1.0,49.719281,5.630398
11,2023-10-13 11:00:00,4463,18.603722,8.850379,2.6347125,70.960205,0.7595436,136.06087,11.441567,0.41762978,11,16.271,8.455,-1.0,49.719281,5.630398
12,2023-10-13 12:00:00,4463,20.989681,8.723873,2.4419239,74.26723,0.9046346,131.88484,12.7335,0.37839952,12,16.771,8.9385,-1.0,49.719281,5.630398
13,2023-10-13 13:00:00,4463,20.048388,8.669291,2.1645274,75.58676,0.95448625,131.84547,10.526089,0.32602188,13,15.271,7.488,-1.0,49.719281,5.630398
14,2023-10-13 14:00:00,4463,19.557568,8.172506,2.5049367,76.06338,0.9924861,135.18335,10.4673815,0.30654234,14,16.271,6.521,-1.0,49.719281,5.630398
15,2023-10-13 15:00:00,4463,20.256948,8.151048,2.644442,74.285515,0.84190786,131.84549,11.597074,0.2006099,15,18.271,6.521,-1.0,49.719281,5.630398
16,2023-10-13 16:00:00,4463,21.744654,8.337238,3.4833207,72.16523,0.9440555,139.541,12.109996,0.13008618,16,19.771,5.554,-1.0,49.719281,5.630398
17,2023-10-13 17:00:00,4463,24.074894,8.447642,4.023347,70.72958,1.0186341,138.5212,9.923524,0.025394797,17,22.771,5.554,-1.0,49.719281,5.630398
18,2023-10-13 18:00:00,4463,24.127928,8.683806,3.9691343,71.42351,1.0477378,136.67595,10.422988,0.01775291,18,24.771,5.554,-1.0,49.719281,5.630398
19,2023-10-13 19:00:00,4463,22.735552,9.290474,3.0100012,71.52994,0.8280949,138.73865,9.957467,0.011851853,19,25.771,5.554,-1.0,49.719281,5.630398
20,2023-10-13 20:00:00,4463,19.582096,10.052537,2.4240332,67.818054,0.73418957,132.46725,9.497236,0.007513989,20,27.271,5.554,-1.0,49.719281,5.630398
6,2023-10-14 06:00:00,4463,3.9891014,2.2570105,2.1137934,58.545345,0.8421921,157.40543,5.7674065,0.018189894,6,1.771,0.0,-1.0,49.719281,5.630398
7,2023-10-14 07:00:00,4463,5.500624,2.8877661,2.7379699,56.35542,1.0131772,159.64561,6.48192,0.14793144,7,0.1355,0.0,-1.0,49.719281,5.630398
8,2023-10-14 08:00:00,4463,6.391676,2.998122,3.1772203,54.35452,1.3641425,166.89302,5.9326158,0.46892267,8,0.0,0.0,-1.0,49.719281,5.630398
9,2023-10-14 09:00:00,4463,6.13023,2.6768532,3.2018409,53.64418,1.1654606,170.2966,6.0322,0.7773746,9,0.0,0.0,-1.0,49.719281,5.630398
10,2023-10-14 10:00:00,4463,5.0774817,2.4690084,2.5848746,54.19955,1.0950316,167.5273,6.2145042,0.86613077,10,1.6355,0.3595,-1.0,49.719281,5.630398
11,2023-10-14 11:00:00,4463,5.043017,2.5549707,2.4247594,56.505203,1.0950316,170.23096,6.510566,0.85498244,11,3.771,0.719,-1.0,49.719281,5.630398
12,2023-10-14 12:00:00,4463,4.8347383,2.8071175,1.9402615,59.36623,0.94018304,170.2308,6.7956753,0.5937194,12,3.771,1.2025,-1.0,49.719281,5.630398
13,2023-10-14 13:00:00,4463,4.5459948,2.8214877,2.2063062,60.356327,0.7239578,170.34544,6.4620824,0.39603513,13,2.771,0.3595,-1.0,49.719281,5.630398
14,2023-10-14 14:00:00,4463,4.3717856,2.5408804,2.4116955,62.89483,0.6202754,163.20882,5.5783124,0.3918501,14,2.271,0.0,-1.0,49.719281,5.630398
15,2023-10-14 15:00:00,4463,2.9320083,2.3419292,2.2237952,62.43007,0.6774741,162.89102,5.607768,0.2631726,15,1.771,0.0,-1.0,49.719281,5.630398
16,2023-10-14 16:00:00,4463,3.6251044,2.3864036,2.3269982,61.443325,0.6246097,161.0552,6.415599,0.1574847,16,0.771,0.0,-1.0,49.719281,5.630398
